COUNTY_MUNI_CODE,Latitude,Longitude
US31027,42.59970333103493,-97.2524641234054
US31029,40.52442312561808,-101.6979470416468
US31031,42.54659339975372,-101.1186267313301
US31033,41.22013036973804,-102.9950217569984
US31035,40.52465801169113,-98.0512843289324
US31037,41.57424765744999,-97.08644701319356
US31039,41.91664058340731,-96.78740113962746
US31041,41.39518883358057,-99.72615676793149
US31043,42.39122233171864,-96.56452553600931
US31045,42.72037963746271,-103.1354390695592
US31047,40.87017301942431,-99.819581381968
US31049,41.11168046408837,-102.3340001635403
US31051,42.49350158999151,-96.86772787096292
US31053,41.57809695192761,-96.65403300607724
US31055,41.29542932910027,-96.15449517431011
US31057,40.1764570417434,-101.6879612204353
US31059,40.52489212448318,-97.5965014797126
US31061,40.17656818145662,-98.9527964765418
US31063,40.53030457455564,-100.3941768980639
US31065,40.17669093718725,-99.91227425781211
US31067,40.26243277183724,-96.68944013301228
US31069,41.6205703566927,-102.3354677756458
US31071,41.91459399169451,-98.99138576042088
US31073,40.51505677014755,-99.83067447331013
US31075,41.91525049852977,-101.7405571309723
US31077,41.56767288698375,-98.5212444858995
US31079,40.87279993063586,-98.502174271043
US31081,40.87330610566357,-98.02279422488074
US31083,40.17671980612845,-99.40464467799217
US31085,40.52500958563378,-101.061844344833
US31087,40.17656995237385,-101.0422735841664
US31089,42.45679689603026,-98.78392609382666
US31091,41.91615058610488,-101.1353385438968
US31093,41.22026934022801,-98.51709395177043
US31095,40.17598425993194,-97.14271585611982
US31097,40.39275762805252,-96.26509681410208
US31099,40.50689023773192,-98.94801275610948
US31101,41.19908919234231,-101.6613989050094
US31103,42.87895206912427,-99.71237364403702
US31105,41.19794674346247,-103.7149145084232
US31107,42.63710937217898,-97.89188634950176
US31109,40.7846872020564,-96.68775464481892
US31111,41.04868335251733,-100.7452564468499
US31113,41.56680005500466,-100.4827382232195
US31115,41.91408111964147,-99.4544199426268
US31117,41.56832840295763,-101.060419172351
US31119,41.91693482839215,-97.60077892939772
US31121,41.16929544389637,-98.03779441144547
US31123,41.71657328717851,-103.0104898966219
US31125,41.39739962929311,-97.99220912143052
US31127,40.38778911501718,-95.84983275372888
US31129,40.17660302204871,-98.04718488461656
US31131,40.64862742995976,-96.13479911622056
US31133,40.13166854690722,-96.2370553064316
US31135,40.8511122837092,-101.6496006046533
US31137,40.51130493058814,-99.41455050891923
US31139,42.26461449869527,-97.6012896017708
US31141,41.57153802980557,-97.52119225785955
US31143,41.18707008520993,-97.56836935633648
US31145,40.17605366281825,-100.4768657121875
US31147,40.12518912024927,-95.71755616390922
US31149,42.42218329159191,-99.44992002445731
US31151,40.5242873113016,-97.14090904718
US31153,41.11297655441952,-96.11197429262684
US31155,41.22665926414744,-96.63746072315656
US31157,41.85075386750477,-103.707947739583
US31159,40.87261468644125,-97.13951000277623
US31161,42.50674816837774,-102.4090765305511
US31163,41.22082144938211,-98.97620530788852
US31165,42.48972905406669,-103.7589446002642
US31167,41.91716043704369,-97.19391510336672
US31169,40.17650942579967,-97.5949194290103
US31171,41.91382125645067,-100.5558884169034
US31173,42.15829955586769,-96.54414392135422
US31175,41.56753763537483,-98.98190235891624
US31177,41.53119771629078,-96.22209550414418
US31179,42.20941186555444,-97.11929751227534
US31181,40.17665628032929,-98.49994743731727
US31183,41.91500744623825,-98.5281859122066
US31185,40.87297452881934,-97.59710678684442
US32001,39.58232564825472,-118.3357364208918
US32003,36.21872535037903,-115.0135059914192
US32005,38.91266742107652,-119.6163008610995
US32007,41.15215587874824,-115.359257084688
US32009,37.78664877467578,-117.6328188469354
US32011,39.98947347203625,-116.2689435508865
US32013,41.40962375495437,-118.1124798489708
US32015,39.93941997712388,-117.0371517332222
US32017,37.64823370033989,-114.8766174729364
US32019,39.02277864586068,-119.1892238783842
US32021,38.54037825542707,-118.4351583308273
US32023,38.05468708465743,-116.4728679146741
